Бренд	Цена	Старая цена	Цвет	Тип	Сезон	Коллекция	Материал верха основной	Материал подкладки основной	Материал подкладки дополнительный	Материал стельки	Материал подошвы	Перфорация	Тип застежки	Высота каблука (мм)	Высота верха обуви (мм)	Полнота	Пол
Rieker	6250	8950	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Натуральная кожа	Текстиль	Unknown	Натуральная кожа	Полиуретан	Декоративная	Шнурки	30	70	8	Муж.
Rieker	7150	7950	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки/Резинки	30	70	8	Муж.
Rieker	7350	10550	Коричневый	Кроссовки	Демисезон	Весна-Лето 2024	Искусственная кожа	Искусственная кожа	Текстиль	Натуральная кожа	Резина	Нет	Молния/Шнурки	37	70	7	Муж.
BRIGGS	4799	7999	Черный	Кроссовки	Демисезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	30	75	6	Муж.
BRIGGS	4799	7999	Серый	Кроссовки	Демисезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	30	75	6	Муж.
BRIGGS	4199	6999	Черный	Кеды	Демисезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	75	6	Муж.
LUMBERJACK	4799	11990	Белый	Кеды	Межсезон	Весна-Лето 2024	Полиуретан	Полиуретан	Unknown	Текстиль	ТЭП	Сквозная	Шнурки	25	70	Unknown	Муж.
LUMBERJACK	4799	11990	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	35	75	Unknown	Муж.
LUMBERJACK	4799	11990	Синий	Кеды	Межсезон	Весна-Лето 2024	Хлопок	Полиэстер	Unknown	Текстиль	ТЭП	Нет	Шнурки	25	70	Unknown	Муж.
LUMBERJACK	4799	11990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Натуральная кожа	Натуральная кожа	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	Unknown	Муж.
LUMBERJACK	3999	9990	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	Unknown	Муж.
LUMBERJACK	3599	8990	Серый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	Unknown	Муж.
Rieker	5915	8450	Черный	Кеды	Демисезон	Прошлые коллекции	Искусственная кожа	Текстиль	Unknown	Unknown	Полиуретан	Unknown	Unknown	32	Unknown	Unknown	Муж.
LUMBERJACK	3999	9990	Серый	Кроссовки	Демисезон	Прошлые коллекции	Текстиль	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	35	70	6	Муж.
Thomas Munz	4799	11999	Зеленый	Кеды	Межсезон	Весна-Лето 2024	Спилок	КРС	Текстиль	КРС	Резина	Нет	Шнурки	30	75	6	Муж.
BRIGGS	2799	6999	Коричневый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Нет	Unknown	Текстиль	Полиуретан	Нет	Шнурки	40	90	6	Муж.
BRIGGS	4799	7999	Черный	Кроссовки	Демисезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	40	80	6	Муж.
SALAMANDER	4790	11990	Черный	Кроссовки	Демисезон	Весна-Лето 2024	Натуральная кожа	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Декоративная	Шнурки	27	85	6	Муж.
SALAMANDER	5190	12990	Хаки	Кеды	Межсезон	Весна-Лето 2024	Спилок	Натуральная кожа	Unknown	Шевро	Резина	Нет	Шнурки	30	80	6	Муж.
LUMBERJACK	3999	9990	Серый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	35	75	Unknown	Муж.
LUMBERJACK	4799	11990	Серый	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	15	70	Unknown	Муж.
LUMBERJACK	2799	6990	Черный	Кеды	Межсезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	Пластик	Сквозная	Шнурки	25	70	Unknown	Муж.
LUMBERJACK	3999	9990	Черный	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	35	75	Unknown	Муж.
LUMBERJACK	4799	11990	Черный	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	35	75	Unknown	Муж.
U.S. POLO ASSN.	3199	7990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Полиуретан	Текстиль	Unknown	Текстиль	ТЭП	Нет	Шнурки	20	70	Unknown	Муж.
LUMBERJACK	4399	10990	Белый	Кеды	Межсезон	Весна-Лето 2024	Полиуретан	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	Unknown	Муж.
SALAMANDER	3590	11990	Коричневый	Кроссовки	Демисезон	Прошлые коллекции	Натуральная кожа	КРС	Unknown	КРС	ТЭП	Нет	Шнурки	27	65	6	Муж.
BRIGGS	3999	9999	Черный	Кеды	Межсезон	Весна-Лето 2024	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Декоративная	Шнурки	35	80	6	Муж.
Thomas Munz	3999	9999	Черный	Кроссовки	Демисезон	Прошлые коллекции	Кожа из спилка	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Нет	Шнурки	30	85	6	Муж.
BRIGGS	4799	11999	Черный	Кеды	Демисезон	Прошлые коллекции	Натуральная кожа	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Нет	Шнурки	28	75	6	Муж.
BRIGGS	5599	13999	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Натуральная кожа	Unknown	Шевро	Резина	Нет	Шнурки	34	70	6	Муж.
BRIGGS	5599	13999	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Текстиль	Натуральная кожа	Шевро	Резина	Нет	Шнурки	34	70	6	Муж.
BRIGGS	5999	14999	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Натуральная кожа	Unknown	Шевро	Резина	Декоративная	Шнурки	30	80	6	Муж.
BRIGGS	5199	12999	Белый	Кеды	Межсезон	Весна-Лето 2024	Кожа из спилка	Натуральная кожа	Текстиль	Натуральная кожа	ЭВА	Нет	Шнурки	45	75	6	Муж.
BRIGGS	5199	12999	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Натуральная кожа	Текстиль	Unknown	Натуральная кожа	ЭВА	Нет	Шнурки	50	85	6	Муж.
BRIGGS	4399	10999	Белый	Кеды	Межсезон	Весна-Лето 2024	Кожа из спилка	Натуральная кожа	Текстиль	Натуральная кожа	Резина	Нет	Резинка	28	75	6	Муж.
BRIGGS	4399	10999	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Кожа из спилка	Текстиль	Натуральная кожа	Натуральная кожа	ЭВА	Декоративная	Шнурки	50	80	6	Муж.
BRIGGS	4399	10999	Белый	Кеды	Межсезон	Весна-Лето 2024	Кожа из спилка	Текстиль	Unknown	Натуральная кожа	ТЭП	Нет	Шнурки	30	75	6	Муж.
SALAMANDER	5190	12990	Синий	Кеды	Демисезон	Прошлые коллекции	Натуральная кожа	Текстиль	Шевро	Шевро	Резина	Нет	Шнурки	40	65	6	Муж.
SALAMANDER	4190	13990	Черный	Кроссовки	Демисезон	Прошлые коллекции	Натуральная кожа	Текстиль	Unknown	КРС	ТПУ	Нет	Шнурки	37	80	6	Муж.
SALAMANDER	5590	13990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Натуральная кожа	КРС	Текстиль	КРС	ТПУ	Декоративная	Шнурки	37	80	6	Муж.
ARA	6799	16990	Синий	Кроссовки	Межсезон	Прошлые коллекции	Натуральная кожа	Текстиль	Unknown	Текстиль	ТЭП	Декоративная	Молния/Шнурки	30	85	7	Муж.
ARA	7999	19990	Коричневый	Кроссовки	Межсезон	Прошлые коллекции	Велюр	Текстиль	Unknown	Текстиль	Полиуретан	Нет	Молния/Шнурки	32	85	8	Муж.
SALAMANDER	5590	13990	Коричневый	Кроссовки	Межсезон	Прошлые коллекции	Натуральная кожа	Текстиль	Unknown	КРС	ТПУ	Декоративная	Шнурки	37	80	6	Муж.
SALAMANDER	5590	13990	Серый	Кроссовки	Межсезон	Прошлые коллекции	Нубук	КРС	Текстиль	КРС	Полиуретан	Нет	Шнурки	28	75	6	Муж.
SALAMANDER	5590	13990	Коричневый	Кроссовки	Межсезон	Прошлые коллекции	Натуральная кожа	КРС	Текстиль	КРС	ТПУ	Нет	Шнурки/Молния	37	80	6	Муж.
SALAMANDER	4190	13990	Черный	Кроссовки	Демисезон	Прошлые коллекции	Натуральная кожа	КРС	Текстиль	КРС	ТПУ	Декоративная	Шнурки	37	80	6	Муж.
SALAMANDER	4390	10990	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Текстиль	Unknown	Шевро	ЭВА	Нет	Молния/Шнурки	40	75	6	Муж.
U.S. POLO ASSN.	2799	6990	Черный	Кеды	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ПВХ	Нет	Шнурки	25	110	Unknown	Муж.
U.S. POLO ASSN.	2799	6990	Синий	Кеды	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ПВХ	Нет	Шнурки	25	110	Unknown	Муж.
U.S. POLO ASSN.	2799	6990	Белый	Кеды	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ПВХ	Нет	Шнурки	25	110	Unknown	Муж.
U.S. POLO ASSN.	2799	6990	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	25	75	Unknown	Муж.
U.S. POLO ASSN.	2799	6990	Черный	Кроссовки	Межсезон	Весна-Лето 2024	Искусственная кожа	Текстиль	Unknown	Текстиль	Филон	Декоративная	Шнурки	25	75	Unknown	Муж.
U.S. POLO ASSN.	5990	6990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	35	85	Unknown	Муж.
U.S. POLO ASSN.	2799	6990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	Филон	Нет	Шнурки	35	85	Unknown	Муж.
LUMBERJACK	3199	7990	Черный	Кроссовки	Демисезон	Прошлые коллекции	Натуральная кожа	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	20	75	Unknown	Муж.
Rieker	4106	8450	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Спортивный подклад	Unknown	Натуральная кожа	Полиуретан	Сквозная	Шнурки	32	80	7	Муж.
Rieker	4108	8450	Белый	Кеды	Межсезон	Весна-Лето 2024	Натуральная кожа	Спортивный подклад	Unknown	Натуральная кожа	Резина	Сквозная	Шнурки/Резинки	33	75	7	Муж.
SALAMANDER	4190	10490	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	6	Муж.
SALAMANDER	4190	10490	Хаки	Кроссовки	Межсезон	Весна-Лето 2024	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	30	75	6	Муж.
SALAMANDER	3890	12990	Белый	Кеды	Межсезон	Прошлые коллекции	Натуральная кожа	Натуральная кожа	Unknown	Шевро	Резина	Декоративная	Шнурки	30	80	6	Муж.
SALAMANDER	5590	13990	Белый	Кроссовки	Межсезон	Весна-Лето 2024	Натуральная кожа	Натуральная кожа	Натуральная кожа	Шевро	Резина	Сквозная	Шнурки	36	75	6	Муж.
SALAMANDER	5590	13990	Синий	Кроссовки	Межсезон	Весна-Лето 2024	Спилок	Текстиль	Unknown	Шевро	ТЭП	Декоративная	Шнурки	30	75	6	Муж.
